"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","CNPNCU","2018 constant prices and NCU","2018","2018","AUD","Australian Dollar","0","Units","2018","2018",81812.2327193842,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2018","2018",39224.5750795651,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2018","2018",39125.6921717865,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2018","2018",39696.2553388571,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2018","2018",39811.9481476591,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2018","2018",40559.0903424358,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2018","2018",40773.9681327817,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2018","2018",41368.7855814782,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2018","2018",41567.8596123515,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2018","2018",42306.8336134184,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2018","2018",42992.8764540634,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2018","2018",42808.7446170008,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2018","2018",42366.2733510421,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2018","2018",42585.2015153573,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2018","2018",42637.6504297489,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2018","2018",42796.8959587125,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2018","2018",43045.5297746224,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2018","2018",43500.3142612127,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2018","2018",43453.6375792286,,
"AUT","Austria","CNPNCU","2018 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2018","2018",43468.0353144241,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2018","2018",43119.4205796626,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2018","2018",43363.8567566066,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2018","2018",44111.4912085924,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2018","2018",44297.6994274649,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2018","2018",44103.6002337832,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2018","2018",43824.4685388584,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2018","2018",44002.5961330222,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2018","2018",43794.606213288,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2018","2018",43924.1700184095,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2018","2018",44300.2380170532,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2018","2018",44051.8600484745,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2018","2018",44339.743022417,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2018","2018",44639.0399882218,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2018","2018",45220.0743963438,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2018","2018",45473.574166501,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2018","2018",45132.209757138,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2018","2018",44986.3927117345,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2018","2018",44799.6856239569,,
"BEL","Belgium","CNPNCU","2018 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2018","2018",45097.1450470925,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2000","2000","CAD","Canadian Dollar","0","Units","2018","2018",53170.7157387085,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2001","2001","CAD","Canadian Dollar","0","Units","2018","2018",52952.0465562719,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2002","2002","CAD","Canadian Dollar","0","Units","2018","2018",52387.6113856971,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2003","2003","CAD","Canadian Dollar","0","Units","2018","2018",52389.9121093228,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2004","2004","CAD","Canadian Dollar","0","Units","2018","2018",53802.5139731196,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2005","2005","CAD","Canadian Dollar","0","Units","2018","2018",56122.4314799949,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2006","2006","CAD","Canadian Dollar","0","Units","2018","2018",57933.7483674149,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2007","2007","CAD","Canadian Dollar","0","Units","2018","2018",59366.1769665107,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2008","2008","CAD","Canadian Dollar","0","Units","2018","2018",60502.633833,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2009","2009","CAD","Canadian Dollar","0","Units","2018","2018",61175.9942480301,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2010","2010","CAD","Canadian Dollar","0","Units","2018","2018",61437.2838215339,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2011","2011","CAD","Canadian Dollar","0","Units","2018","2018",62383.5568975157,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2012","2012","CAD","Canadian Dollar","0","Units","2018","2018",63831.1380575326,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2013","2013","CAD","Canadian Dollar","0","Units","2018","2018",65068.0080821049,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2014","2014","CAD","Canadian Dollar","0","Units","2018","2018",65778.1136732469,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2015","2015","CAD","Canadian Dollar","0","Units","2018","2018",66131.560378459,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2016","2016","CAD","Canadian Dollar","0","Units","2018","2018",64530.3193019687,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2017","2017","CAD","Canadian Dollar","0","Units","2018","2018",65142.9328885476,,
"CAN","Canada","CNPNCU","2018 constant prices and NCU","2018","2018","CAD","Canadian Dollar","0","Units","2018","2018",65954.981991181,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2000","2000","CZK","Czech Koruna","0","Units","2018","2018",228712.982424427,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2001","2001","CZK","Czech Koruna","0","Units","2018","2018",240209.530762542,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2002","2002","CZK","Czech Koruna","0","Units","2018","2018",254744.533414348,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2003","2003","CZK","Czech Koruna","0","Units","2018","2018",273990.116024805,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2004","2004","CZK","Czech Koruna","0","Units","2018","2018",287489.363001656,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2005","2005","CZK","Czech Koruna","0","Units","2018","2018",296143.542580709,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2006","2006","CZK","Czech Koruna","0","Units","2018","2018",307967.306766357,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2007","2007","CZK","Czech Koruna","0","Units","2018","2018",317252.472977146,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2008","2008","CZK","Czech Koruna","0","Units","2018","2018",317403.540848595,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2009","2009","CZK","Czech Koruna","0","Units","2018","2018",316677.024614526,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2010","2010","CZK","Czech Koruna","0","Units","2018","2018",324785.281278803,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2011","2011","CZK","Czech Koruna","0","Units","2018","2018",327014.762549375,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2012","2012","CZK","Czech Koruna","0","Units","2018","2018",326840.025017587,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2013","2013","CZK","Czech Koruna","0","Units","2018","2018",323392.500641645,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2014","2014","CZK","Czech Koruna","0","Units","2018","2018",330161.006561546,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2015","2015","CZK","Czech Koruna","0","Units","2018","2018",339199.866096044,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2016","2016","CZK","Czech Koruna","0","Units","2018","2018",350742.532174559,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2017","2017","CZK","Czech Koruna","0","Units","2018","2018",365263.832050859,,
"CZE","Czech Republic","CNPNCU","2018 constant prices and NCU","2018","2018","CZK","Czech Koruna","0","Units","2018","2018",381648.139457041,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2000","2000","DKK","Danish Krone","0","Units","2018","2018",353366.784867222,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2001","2001","DKK","Danish Krone","0","Units","2018","2018",355720.697577065,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2002","2002","DKK","Danish Krone","0","Units","2018","2018",363903.593407115,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2003","2003","DKK","Danish Krone","0","Units","2018","2018",372986.173237616,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2004","2004","DKK","Danish Krone","0","Units","2018","2018",381346.684667697,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2005","2005","DKK","Danish Krone","0","Units","2018","2018",387810.38007582,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2006","2006","DKK","Danish Krone","0","Units","2018","2018",394413.260184031,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2007","2007","DKK","Danish Krone","0","Units","2018","2018",398711.988947281,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2008","2008","DKK","Danish Krone","0","Units","2018","2018",404109.273360697,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2009","2009","DKK","Danish Krone","0","Units","2018","2018",413906.922885911,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2010","2010","DKK","Danish Krone","0","Units","2018","2018",418675.616850773,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2011","2011","DKK","Danish Krone","0","Units","2018","2018",416507.90985596,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2012","2012","DKK","Danish Krone","0","Units","2018","2018",415945.909522283,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2013","2013","DKK","Danish Krone","0","Units","2018","2018",418650.366045963,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2014","2014","DKK","Danish Krone","0","Units","2018","2018",426661.488075628,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2015","2015","DKK","Danish Krone","0","Units","2018","2018",434160.741179477,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2016","2016","DKK","Danish Krone","0","Units","2018","2018",440853.451071599,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2017","2017","DKK","Danish Krone","0","Units","2018","2018",438371.359338165,,
"DNK","Denmark","CNPNCU","2018 constant prices and NCU","2018","2018","DKK","Danish Krone","0","Units","2018","2018",442623.803831326,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2018","2018",35522.7361728376,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2018","2018",35717.6551791836,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2018","2018",35920.1880873388,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2018","2018",36612.0229036269,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2018","2018",37836.2646515297,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2018","2018",38707.9179954415,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2018","2018",39608.299366697,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2018","2018",40211.7900025596,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2018","2018",40601.3476771681,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2018","2018",40928.9528098418,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2018","2018",41572.0394093512,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2018","2018",41715.0552737089,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2018","2018",41743.9086171117,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2018","2018",41295.2081441962,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2018","2018",41279.7639993832,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2018","2018",41650.4502750784,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2018","2018",41986.2405946489,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2018","2018",41826.7113593119,,
"FIN","Finland","CNPNCU","2018 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2018","2018",42122.2846684919,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2018","2018",31936.6117129417,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2018","2018",32139.1462155386,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2018","2018",33007.1418403096,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2018","2018",33274.6560384392,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2018","2018",33820.0534728645,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2018","2018",34230.3815422329,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2018","2018",34612.7504047117,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2018","2018",34741.9254385403,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2018","2018",34674.4618141992,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2018","2018",35776.689425824,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2018","2018",36504.1466197378,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2018","2018",36448.1587033595,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2018","2018",36692.5245521247,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2018","2018",37000.6356003361,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2018","2018",37255.5251775693,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2018","2018",37619.2394536092,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2018","2018",38039.5454178887,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2018","2018",38253.5411025835,,
"FRA","France","CNPNCU","2018 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2018","2018",38288.9073514499,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2018","2018",35236.6856384347,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2018","2018",35588.1312188629,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2018","2018",35774.4259589405,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2018","2018",35727.6978630867,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2018","2018",35725.8422022436,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2018","2018",35663.1780680829,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2018","2018",35692.4387281467,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2018","2018",35631.7466908341,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2018","2018",35857.1539521215,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2018","2018",35999.0888777836,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2018","2018",36159.8203895329,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2018","2018",36776.595817562,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2018","2018",37196.1358739524,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2018","2018",37645.1784999728,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2018","2018",38241.3570427092,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2018","2018",39074.7976883935,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2018","2018",39623.9278876725,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2018","2018",39991.1733818852,,
"DEU","Germany","CNPNCU","2018 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2018","2018",40521.6435277759,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2018","2018",17996.3346786132,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2018","2018",18360.3072028274,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2018","2018",20062.3248535627,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2018","2018",20935.9592256116,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2018","2018",21311.5608832912,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2018","2018",21246.6511644112,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2018","2018",21501.3413310476,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2018","2018",21496.4019391415,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2018","2018",21172.5400097504,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2018","2018",22167.525822685,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2018","2018",20689.0584543893,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2018","2018",19333.3633326238,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2018","2018",18455.3450231534,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2018","2018",17261.4858864834,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2018","2018",17598.633694284,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2018","2018",17455.3822126111,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2018","2018",17403.5288211068,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2018","2018",17390.5403502244,,
"GRC","Greece","CNPNCU","2018 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2018","2018",17511.7751784274,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2000","2000","HUF","Forint","0","Units","2018","2018",2497953.80682906,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2001","2001","HUF","Forint","0","Units","2018","2018",2678591.90804035,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2002","2002","HUF","Forint","0","Units","2018","2018",2811567.41755869,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2003","2003","HUF","Forint","0","Units","2018","2018",3074330.15994811,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2004","2004","HUF","Forint","0","Units","2018","2018",3261624.87633711,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2005","2005","HUF","Forint","0","Units","2018","2018",3393010.25002547,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2006","2006","HUF","Forint","0","Units","2018","2018",3458752.49197756,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2007","2007","HUF","Forint","0","Units","2018","2018",3407108.40835794,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2008","2008","HUF","Forint","0","Units","2018","2018",3445570.95514534,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2009","2009","HUF","Forint","0","Units","2018","2018",3315977.54008999,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2010","2010","HUF","Forint","0","Units","2018","2018",3355290.08016092,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2011","2011","HUF","Forint","0","Units","2018","2018",3353185.71989714,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2012","2012","HUF","Forint","0","Units","2018","2018",3236473.24455282,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2013","2013","HUF","Forint","0","Units","2018","2018",3242863.24624993,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2014","2014","HUF","Forint","0","Units","2018","2018",3213996.35188233,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2015","2015","HUF","Forint","0","Units","2018","2018",3127496.56877471,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2016","2016","HUF","Forint","0","Units","2018","2018",3271439.30486898,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2017","2017","HUF","Forint","0","Units","2018","2018",3491079.60500903,,
"HUN","Hungary","CNPNCU","2018 constant prices and NCU","2018","2018","HUF","Forint","0","Units","2018","2018",3795606.0271691,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2018","2018",36400.7622196493,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2018","2018",37622.8870694781,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2018","2018",37811.3544412945,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2018","2018",38774.5654613146,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2018","2018",39836.2398677831,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2018","2018",41492.0946435457,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2018","2018",41950.001234456,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2018","2018",43164.6533807624,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2018","2018",44563.7514580375,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2018","2018",47811.685839052,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2018","2018",48345.5265012084,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2018","2018",48411.99086999,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2018","2018",47805.1089613122,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2018","2018",46386.8488876389,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2018","2018",45979.7599620406,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2018","2018",46903.2587181785,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2018","2018",47363.9908105573,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2018","2018",46960.6854581281,,
"IRL","Ireland","CNPNCU","2018 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2018","2018",47605.0646366226,,
"ITA","Italy","CNPNCU","2018 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2018","2018",29125.1490705413,,
"ITA","Italy","CNPNCU","2018 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2018","2018",29272.1225465123,,
"ITA","Italy","CNPNCU","2018 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2018","2018",29073.2445128783,,
"ITA","Italy","CNPNCU","2018 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2018","2018",29041.6127907443,,
"ITA","Italy","CNPNCU","2018 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2018","2018",29636.0757178403,,
"ITA","Italy","CNPNCU","2018 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2018","2018",29970.4843527536,,
